Symbol,ISIN,Trade Date,Exchange,Segment,Series,Trade Type,Auction,Quantity,Price,Trade ID,Order ID,Order Execution Time
360ONE,INE466L01038,45110,NSE,EQ,EQ,sell,FALSE,1,467.65,22702659,1100000014226201,3/07/2023
KIMS,INE967H01017,45110,NSE,EQ,EQ,sell,FALSE,1,1773.50,42406119,1200000012473755,3/07/2023
KIMS,INE967H01017,45110,NSE,EQ,EQ,sell,FALSE,1,1773.50,42406120,1200000012473755,3/07/2023
AMARAJABAT,INE885A01032,45110,NSE,EQ,EQ,sell,FALSE,6,687.40,1939828,1000000011219461,3/07/2023
360ONE,INE466L01038,45110,NSE,EQ,EQ,sell,FALSE,1,467.65,22702657,1100000014226201,3/07/2023
AAVAS,INE216P01012,45110,NSE,EQ,EQ,sell,FALSE,2,1564.70,1939840,1000000011219524,3/07/2023
360ONE,INE466L01038,45110,NSE,EQ,EQ,sell,FALSE,1,467.65,22702658,1100000014226201,3/07/2023
AXISBANK,INE238A01034,45110,NSE,EQ,EQ,sell,FALSE,4,982.00,1939826,1000000011219450,3/07/2023
AIAENG,INE212H01026,45110,NSE,EQ,EQ,sell,FALSE,1,3168.05,1939829,1000000011219462,3/07/2023
AUBANK,INE949L01017,45110,NSE,EQ,EQ,sell,FALSE,6,759.40,1939838,1000000011219511,3/07/2023
COFORGE,INE591G01017,45110,NSE,EQ,EQ,sell,FALSE,1,4668.00,1939841,1000000011219527,3/07/2023
360ONE,INE466L01038,45110,NSE,EQ,EQ,sell,FALSE,1,467.65,22702660,1100000014226201,3/07/2023
IPCALAB,INE571A01038,45110,NSE,EQ,EQ,sell,FALSE,4,743.75,22724741,1100000014335493,3/07/2023
TCI,INE688A01022,45110,NSE,EQ,EQ,sell,FALSE,5,722.60,62234614,1300000010576340,3/07/2023
NH,INE410P01011,45110,NSE,EQ,EQ,sell,FALSE,1,995.55,42426753,1200000012598700,3/07/2023
NH,INE410P01011,45110,NSE,EQ,EQ,sell,FALSE,3,995.85,42426752,1200000012598700,3/07/2023
TATASTEEL,INE081A01020,45110,NSE,EQ,EQ,sell,FALSE,28,114.05,62234617,1300000010576349,3/07/2023
M&M,INE101A01026,45110,NSE,EQ,EQ,sell,FALSE,3,1473.35,42426758,1200000012598750,3/07/2023
SUNTV,INE424H01027,45110,NSE,EQ,EQ,sell,FALSE,7,440.50,62234611,1300000010576297,3/07/2023
NH,INE410P01011,45110,NSE,EQ,EQ,sell,FALSE,1,995.85,42426751,1200000012598700,3/07/2023
JKLAKSHMI,INE786A01032,45110,NSE,EQ,EQ,sell,FALSE,5,713.60,42426750,1200000012598694,3/07/2023
GRANULES,INE101D01020,45110,NSE,EQ,EQ,sell,FALSE,12,303.20,22724738,1100000014335483,3/07/2023
REDINGTON,INE891D01026,45110,NSE,EQ,EQ,sell,FALSE,19,188.15,62234615,1300000010576343,3/07/2023
ORIENTCEM,INE876N01018,45110,NSE,EQ,EQ,sell,FALSE,27,131.00,42426759,1200000012598751,3/07/2023
KIRLFER,INE884B01025,45110,NSE,EQ,EQ,sell,FALSE,2,464.65,42426760,1200000012598758,3/07/2023
KIRLFER,INE884B01025,45110,NSE,EQ,EQ,sell,FALSE,7,464.55,42426761,1200000012598758,3/07/2023
COROMANDEL,INE169A01031,45110,NSE,EQ,EQ,sell,FALSE,4,948.25,1955629,1000000011335751,3/07/2023
CRAFTSMAN,INE00LO01017,45110,NSE,EQ,EQ,sell,FALSE,1,4049.00,1955630,1000000011335758,3/07/2023
CESC,INE486A01021,45110,NSE,EQ,EQ,sell,FALSE,46,72.40,1955632,1000000011335762,3/07/2023
SONATSOFTW,INE269A01021,45110,NSE,EQ,EQ,sell,FALSE,5,998.50,62234612,1300000010576298,3/07/2023
JUNIORBEES,INF732E01045,45112,NSE,EQ,EQ,buy,FALSE,7,465.67,40020917,1200000000197019,5/07/2023
LIQUIDBEES,INF732E01037,45112,NSE,EQ,EQ,buy,FALSE,2,1000.95,40020067,1200000000194344,5/07/2023
GOLDBEES,INF204KB17I5,45112,NSE,EQ,EQ,buy,FALSE,39,49.88,20022641,1100000000233498,5/07/2023
NIFTYBEES,INF204KB14I2,45112,NSE,EQ,EQ,buy,FALSE,13,213.53,40021985,1200000000199513,5/07/2023
JUNIORBEES,INF732E01045,45141,NSE,EQ,EQ,buy,FALSE,7,472.76,42212217,1200000014243791,3/08/2023
GOLDBEES,INF204KB17I5,45141,NSE,EQ,EQ,buy,FALSE,39,50.45,22431956,1100000014721403,3/08/2023
NIFTYBEES,INF204KB14I2,45141,NSE,EQ,EQ,buy,FALSE,13,214.96,42212216,1200000014243790,3/08/2023
LIQUIDBEES,INF732E01037,45141,NSE,EQ,EQ,buy,FALSE,2,1000.00,42212215,1200000014243784,3/08/2023
LIQUIDBEES,INF732E01037,45173,NSE,EQ,EQ,buy,FALSE,2,1000.00,40910205,1200000004094533,4/09/2023
GOLDBEES,INF204KB17I5,45173,NSE,EQ,EQ,buy,FALSE,39,50.50,20920358,1100000003871438,4/09/2023
NIFTYBEES,INF204KB14I2,45173,NSE,EQ,EQ,buy,FALSE,13,215.06,40910196,1200000004094510,4/09/2023
JUNIORBEES,INF732E01045,45173,NSE,EQ,EQ,buy,FALSE,7,478.40,40910193,1200000004094492,4/09/2023
HDFCBANK,INE040A01034,45190,NSE,EQ,EQ,buy,FALSE,15,1547.85,20045214,1100000000277691,21/09/2023
LIQUIDBEES,INF732E01037,45202,NSE,EQ,EQ,buy,FALSE,2,1000.00,40777154,1200000003930251,3/10/2023
JUNIORBEES,INF732E01045,45202,NSE,EQ,EQ,buy,FALSE,7,478.26,40777153,1200000003930249,3/10/2023
CYIENTDLM,INE055S01018,45222,NSE,EQ,EQ,buy,FALSE,50,661.00,3545728,1000000028151965,23/10/2023
GOLDBEES,INF204KB17I5,45233,NSE,EQ,EQ,buy,FALSE,39,51.75,20565860,1100000002973082,3/11/2023
NIFTYBEES,INF204KB14I2,45233,NSE,EQ,EQ,buy,FALSE,13,212.80,40576833,1200000003209002,3/11/2023
LIQUIDBEES,INF732E01037,45233,NSE,EQ,EQ,buy,FALSE,2,1000.00,40576832,1200000003208990,3/11/2023
JUNIORBEES,INF732E01045,45233,NSE,EQ,EQ,buy,FALSE,7,474.24,40576835,1200000003209017,3/11/2023
CYIENT,INE136B01020,45238,NSE,EQ,EQ,buy,FALSE,10,1650.00,1011724,1000000005862962,8/11/2023
INFY,INE009A01021,45239,NSE,EQ,EQ,buy,FALSE,20,1379.20,24306997,1100000025144317,9/11/2023
TCS,INE467B01029,45240,NSE,EQ,EQ,buy,FALSE,10,3339.00,60034737,1300000000247491,10/11/2023
NIFTYBEES,INF204KB14I2,45240,NSE,EQ,EQ,buy,FALSE,13,214.28,45471090,1200000034957236,10/11/2023
JUNIORBEES,INF732E01045,45240,NSE,EQ,EQ,buy,FALSE,7,485.11,45471160,1200000034957654,10/11/2023
GOLDBEES,INF204KB17I5,45240,NSE,EQ,EQ,buy,FALSE,39,51.33,24783448,1100000028838210,10/11/2023
LIQUIDBEES,INF732E01037,45240,NSE,EQ,EQ,buy,FALSE,2,1000.01,45471211,1200000034957966,10/11/2023
SBICARD,INE018E01016,45247,BSE,EQ,A,buy,FALSE,20,728.30,2433700,1700191800000363334,17/11/2023
NIFTYBEES,INF204KB14I2,45253,NSE,EQ,EQ,buy,FALSE,13,219.15,40560825,1200000003127125,23/11/2023
JUNIORBEES,INF732E01045,45253,NSE,EQ,EQ,buy,FALSE,7,497.00,40560822,1200000003127115,23/11/2023
LIQUIDBEES,INF732E01037,45253,NSE,EQ,EQ,buy,FALSE,2,1000.01,40560821,1200000003127113,23/11/2023
GOLDBEES,INF204KB17I5,45253,NSE,EQ,EQ,buy,FALSE,39,52.16,20557938,1100000003100888,23/11/2023
CHOLAHLDNG,INE149A01033,45264,NSE,EQ,EQ,buy,FALSE,1,1040.95,3606054,1000000017910192,4/12/2023
LUPIN,INE326A01037,45264,NSE,EQ,EQ,buy,FALSE,1,1269.20,43319143,1200000017030764,4/12/2023
JYOTHYLAB,INE668F01031,45264,NSE,EQ,EQ,buy,FALSE,7,442.00,43319147,1200000017030771,4/12/2023
IRCON,INE962Y01021,45264,NSE,EQ,EQ,buy,FALSE,3,178.55,23908150,1100000017205248,4/12/2023
IRFC,INE053F01010,45264,NSE,EQ,EQ,buy,FALSE,91,77.65,23908151,1100000017205249,4/12/2023
NTPC,INE733E01010,45264,NSE,EQ,EQ,buy,FALSE,11,275.35,43319149,1200000017030777,4/12/2023
CHOLAHLDNG,INE149A01033,45264,NSE,EQ,EQ,buy,FALSE,1,1040.95,3606055,1000000017910192,4/12/2023
SONATSOFTW,INE269A01021,45264,NSE,EQ,EQ,buy,FALSE,4,1404.90,63463532,1300000015108131,4/12/2023
SJVN,INE002L01015,45264,NSE,EQ,EQ,buy,FALSE,46,87.00,63463536,1300000015108226,4/12/2023
COLPAL,INE259A01022,45264,NSE,EQ,EQ,buy,FALSE,4,2285.60,3606049,1000000017910184,4/12/2023
KALYANKJIL,INE303R01014,45264,NSE,EQ,EQ,buy,FALSE,15,333.50,43319146,1200000017030770,4/12/2023
MAZDOCK,INE249Z01012,45264,NSE,EQ,EQ,buy,FALSE,4,2029.80,43319148,1200000017030774,4/12/2023
CHOLAHLDNG,INE149A01033,45264,NSE,EQ,EQ,buy,FALSE,1,1040.90,3606053,1000000017910192,4/12/2023
MAPMYINDIA,INE0BV301023,45264,NSE,EQ,EQ,buy,FALSE,4,2230.00,43319150,1200000017030782,4/12/2023
LUPIN,INE326A01037,45264,NSE,EQ,EQ,buy,FALSE,3,1269.40,43319144,1200000017030764,4/12/2023
CYIENT,INE136B01020,45264,NSE,EQ,EQ,buy,FALSE,4,2121.00,3606052,1000000017910190,4/12/2023
GOLDBEES,INF204KB17I5,45294,NSE,EQ,EQ,buy,FALSE,40,53.79,20893753,1100000003718362,3/01/2024
LIQUIDBEES,INF732E01037,45294,NSE,EQ,EQ,buy,FALSE,2,1000.01,40853942,1200000003808882,3/01/2024
NIFTYBEES,INF204KB14I2,45294,NSE,EQ,EQ,buy,FALSE,13,238.64,40853943,1200000003808883,3/01/2024
JUNIORBEES,INF732E01045,45294,NSE,EQ,EQ,buy,FALSE,7,567.50,40853940,1200000003808880,3/01/2024
MID150BEES,INF204KB1V68,45294,NSE,EQ,EQ,buy,FALSE,5,175.75,40859122,1200000003825413,3/01/2024
MID150BEES,INF204KB1V68,45294,NSE,EQ,EQ,buy,FALSE,7,175.75,40859120,1200000003825413,3/01/2024
MID150BEES,INF204KB1V68,45294,NSE,EQ,EQ,buy,FALSE,38,175.75,40859121,1200000003825413,3/01/2024
CONSUMBEES,INF204KA1LD7,45294,NSE,EQ,EQ,buy,FALSE,50,104.57,40859132,1200000003825429,3/01/2024
LTFOODS,INE818H01020,45309,NSE,EQ,EQ,buy,FALSE,48,197.65,22986251,1100000011347492,18/01/2024
LTFOODS,INE818H01020,45309,NSE,EQ,EQ,buy,FALSE,1,197.60,22986247,1100000011347492,18/01/2024
LTFOODS,INE818H01020,45309,NSE,EQ,EQ,buy,FALSE,1,197.65,22986250,1100000011347492,18/01/2024
LTFOODS,INE818H01020,45309,NSE,EQ,EQ,buy,FALSE,1,197.60,22986245,1100000011347492,18/01/2024
LTFOODS,INE818H01020,45309,NSE,EQ,EQ,buy,FALSE,1,197.60,22986246,1100000011347492,18/01/2024
LTFOODS,INE818H01020,45309,NSE,EQ,EQ,buy,FALSE,29,197.70,22986253,1100000011347492,18/01/2024
LTFOODS,INE818H01020,45309,NSE,EQ,EQ,buy,FALSE,9,197.65,22986252,1100000011347492,18/01/2024
LTFOODS,INE818H01020,45309,NSE,EQ,EQ,buy,FALSE,8,197.60,22986248,1100000011347492,18/01/2024
LTFOODS,INE818H01020,45309,NSE,EQ,EQ,buy,FALSE,2,197.65,22986249,1100000011347492,18/01/2024
HDFCBANK,INE040A01034,45310,NSE,EQ,EQ,buy,FALSE,20,1472.00,29940673,1100000041696161,19/01/2024
NIFTYBEES,INF204KB14I2,45314,NSE,EQ,EQ,buy,FALSE,13,240.13,41851983,1200000007126536,23/01/2024
GOLDBEES,INF204KB17I5,45314,NSE,EQ,EQ,buy,FALSE,40,52.76,22708918,1100000008723982,23/01/2024
LIQUIDBEES,INF732E01037,45314,NSE,EQ,EQ,buy,FALSE,2,1000.00,41851939,1200000007126394,23/01/2024
JUNIORBEES,INF732E01045,45314,NSE,EQ,EQ,buy,FALSE,7,581.89,41851938,1200000007126392,23/01/2024
CONSUMBEES,INF204KA1LD7,45314,NSE,EQ,EQ,buy,FALSE,17,105.76,41860535,1200000007159471,23/01/2024
CONSUMBEES,INF204KA1LD7,45314,NSE,EQ,EQ,buy,FALSE,33,105.76,41860534,1200000007159471,23/01/2024
MID150BEES,INF204KB1V68,45314,NSE,EQ,EQ,buy,FALSE,50,181.67,41860536,1200000007159478,23/01/2024
IRFC,INE053F01010,45323,NSE,EQ,EQ,sell,FALSE,51,179.80,22344586,1100000008843281,1/02/2024
MAPMYINDIA,INE0BV301023,45323,NSE,EQ,EQ,sell,FALSE,4,1847.30,42008127,1200000008322494,1/02/2024
SJVN,INE002L01015,45323,NSE,EQ,EQ,sell,FALSE,13,130.65,62082541,1300000007999583,1/02/2024
NTPC,INE733E01010,45323,NSE,EQ,EQ,sell,FALSE,11,321.35,42008129,1200000008322500,1/02/2024
MAZDOCK,INE249Z01012,45323,NSE,EQ,EQ,sell,FALSE,4,2272.35,42008126,1200000008322491,1/02/2024
CHOLAHLDNG,INE149A01033,45323,NSE,EQ,EQ,sell,FALSE,3,1165.00,1266327,1000000006683372,1/02/2024
COLPAL,INE259A01022,45323,NSE,EQ,EQ,sell,FALSE,4,2574.45,1266328,1000000006683374,1/02/2024
LUPIN,INE326A01037,45323,NSE,EQ,EQ,sell,FALSE,4,1513.25,42008125,1200000008322490,1/02/2024
SONATSOFTW,INE269A01021,45323,NSE,EQ,EQ,sell,FALSE,8,758.50,62082540,1300000007999582,1/02/2024
CYIENT,INE136B01020,45323,NSE,EQ,EQ,sell,FALSE,4,1903.00,1266326,1000000006683353,1/02/2024
KALYANKJIL,INE303R01014,45323,NSE,EQ,EQ,buy,FALSE,3,354.60,42009592,1200000008328627,1/02/2024
SWANENERGY,INE665A01038,45323,NSE,EQ,EQ,buy,FALSE,8,655.20,62084133,1300000008005888,1/02/2024
CESC,INE486A01021,45323,NSE,EQ,EQ,buy,FALSE,13,142.35,1267246,1000000006690172,1/02/2024
JYOTHYLAB,INE668F01031,45323,NSE,EQ,EQ,buy,FALSE,11,515.25,42009584,1200000008328591,1/02/2024
SHYAMMETL,INE810G01011,45323,NSE,EQ,EQ,buy,FALSE,2,709.90,62084140,1300000008005915,1/02/2024
IOC,INE242A01010,45323,NSE,EQ,EQ,buy,FALSE,30,149.45,22346220,1100000008850123,1/02/2024
RVNL,INE415G01027,45323,NSE,EQ,EQ,buy,FALSE,16,314.30,62084154,1300000008005972,1/02/2024
COALINDIA,INE522F01014,45323,NSE,EQ,EQ,buy,FALSE,13,410.10,1267187,1000000006689943,1/02/2024
TATAMTRDVR,IN9155A01020,45323,NSE,EQ,EQ,buy,FALSE,4,588.45,62084134,1300000008005898,1/02/2024
IRCON,INE962Y01021,45323,NSE,EQ,EQ,buy,FALSE,6,239.90,22346219,1100000008850113,1/02/2024
SHYAMMETL,INE810G01011,45323,NSE,EQ,EQ,buy,FALSE,11,709.90,62084139,1300000008005915,1/02/2024
COCHINSHIP,INE704P01025,45323,NSE,EQ,EQ,buy,FALSE,8,933.00,1267188,1000000006689944,1/02/2024
AUROPHARMA,INE406A01037,45323,NSE,EQ,EQ,buy,FALSE,9,1120.75,1267186,1000000006689931,1/02/2024
PRESTIGE,INE811K01011,45323,NSE,EQ,EQ,buy,FALSE,4,1255.95,42009585,1200000008328596,1/02/2024
JUNIORBEES,INF732E01045,45327,NSE,EQ,EQ,buy,FALSE,7,599.75,41646010,1200000005426854,5/02/2024
NIFTYBEES,INF204KB14I2,45327,NSE,EQ,EQ,buy,FALSE,13,241.72,41646011,1200000005426861,5/02/2024
GOLDBEES,INF204KB17I5,45327,NSE,EQ,EQ,buy,FALSE,40,53.24,21393779,1100000004987287,5/02/2024
CONSUMBEES,INF204KA1LD7,45327,NSE,EQ,EQ,buy,FALSE,50,106.42,41662375,1200000005480685,5/02/2024
EIHOTEL,INE230A01023,45338,NSE,EQ,EQ,buy,FALSE,5,406.00,22070771,1100000008639513,16/02/2024
JSL,INE220G01021,45338,NSE,EQ,EQ,buy,FALSE,1,620.90,42147587,1200000009171196,16/02/2024
NATCOPHARM,INE987B01026,45338,NSE,EQ,EQ,buy,FALSE,2,949.50,42147584,1200000009171186,16/02/2024
JSL,INE220G01021,45338,NSE,EQ,EQ,buy,FALSE,1,620.90,42147588,1200000009171196,16/02/2024
JSL,INE220G01021,45338,NSE,EQ,EQ,buy,FALSE,1,620.90,42147589,1200000009171196,16/02/2024
CHALET,INE427F01016,45338,NSE,EQ,EQ,buy,FALSE,2,861.00,1318557,1000000006603256,16/02/2024
ADANIPORTS,INE742F01042,45338,NSE,EQ,EQ,buy,FALSE,2,1267.80,1318582,1000000006603272,16/02/2024
TATAMOTORS,INE155A01022,45338,NSE,EQ,EQ,buy,FALSE,2,940.60,61825375,1300000007321043,16/02/2024
COALINDIA,INE522F01014,45338,NSE,EQ,EQ,buy,FALSE,4,482.20,2937417,1000000016874956,16/02/2024
CASTROLIND,INE172A01027,45338,NSE,EQ,EQ,buy,FALSE,9,211.00,2937416,1000000016874943,16/02/2024
IDFC,INE043D01016,45338,NSE,EQ,EQ,buy,FALSE,17,117.00,24383111,1100000020210204,16/02/2024
SJVN,INE002L01015,45338,NSE,EQ,EQ,buy,FALSE,17,120.45,63987964,1300000017456295,16/02/2024
PFC,INE134E01011,45338,NSE,EQ,EQ,buy,FALSE,1,429.25,44633247,1200000021953555,16/02/2024
RECLTD,INE020B01018,45338,NSE,EQ,EQ,buy,FALSE,4,472.30,63988225,1300000017457621,16/02/2024
PFC,INE134E01011,45338,NSE,EQ,EQ,buy,FALSE,1,429.25,44633246,1200000021953555,16/02/2024
PFC,INE134E01011,45338,NSE,EQ,EQ,buy,FALSE,1,429.25,44633248,1200000021953555,16/02/2024
PETRONET,INE347G01014,45338,NSE,EQ,EQ,buy,FALSE,7,279.70,44633631,1200000021954993,16/02/2024
PFC,INE134E01011,45338,NSE,EQ,EQ,buy,FALSE,1,429.25,44633249,1200000021953555,16/02/2024
OIL,INE274J01014,45338,NSE,EQ,EQ,buy,FALSE,3,575.90,44633241,1200000021953478,16/02/2024
PFC,INE134E01011,45338,NSE,EQ,EQ,buy,FALSE,1,429.25,44633250,1200000021953555,16/02/2024
RITES,INE320J01015,45338,NSE,EQ,EQ,buy,FALSE,3,775.30,63987971,1300000017456326,16/02/2024
HUDCO,INE031A01017,45338,NSE,EQ,EQ,buy,FALSE,10,199.20,24383337,1100000020211055,16/02/2024
MID150BEES,INF204KB1V68,45338,NSE,EQ,EQ,buy,FALSE,50,184.84,44774396,1200000022803001,16/02/2024
LIQUIDBEES,INF732E01037,45338,NSE,EQ,EQ,sell,FALSE,16,1000.00,45036010,1200000024337853,16/02/2024
MOM30IETF,INF109KC17C7,45338,NSE,EQ,EQ,buy,FALSE,100,30.84,24804715,1100000022463223,16/02/2024
UTINEXT50,INF789F1AUW9,45342,NSE,EQ,EQ,buy,FALSE,50,62.10,65970502,1300000028342828,20/02/2024
MOM30IETF,INF109KC17C7,45343,NSE,EQ,EQ,buy,FALSE,6,30.73,20951739,1100000004234036,21/02/2024
JUNIORBEES,INF732E01045,45343,NSE,EQ,EQ,buy,FALSE,4,627.41,40962629,1200000004202450,21/02/2024
GOLDBEES,INF204KB17I5,45343,NSE,EQ,EQ,buy,FALSE,19,52.78,20951725,1100000004234007,21/02/2024
CONSUMBEES,INF204KA1LD7,45343,NSE,EQ,EQ,buy,FALSE,9,109.00,40962623,1200000004202432,21/02/2024
MID150BEES,INF204KB1V68,45343,NSE,EQ,EQ,buy,FALSE,9,186.48,40962637,1200000004202457,21/02/2024
UTINEXT50,INF789F1AUW9,45343,NSE,EQ,EQ,buy,FALSE,3,62.50,61023466,1300000004092241,21/02/2024
NIFTYBEES,INF204KB14I2,45343,NSE,EQ,EQ,buy,FALSE,6,245.81,40962638,1200000004202459,21/02/2024
JUNIORBEES,INF732E01045,45350,NSE,EQ,EQ,buy,FALSE,4,630.59,40814402,1200000003901370,28/02/2024
CONSUMBEES,INF204KA1LD7,45350,NSE,EQ,EQ,buy,FALSE,10,109.34,40814428,1200000003901605,28/02/2024
MOM30IETF,INF109KC17C7,45350,NSE,EQ,EQ,buy,FALSE,50,30.73,20830328,1100000003702653,28/02/2024
UTINEXT50,INF789F1AUW9,45350,NSE,EQ,EQ,buy,FALSE,18,62.79,60872604,1300000003767914,28/02/2024
UTINEXT50,INF789F1AUW9,45350,NSE,EQ,EQ,buy,FALSE,1,62.80,60872605,1300000003767914,28/02/2024
UTINEXT50,INF789F1AUW9,45350,NSE,EQ,EQ,buy,FALSE,1,62.90,60872606,1300000003767914,28/02/2024
MID150BEES,INF204KB1V68,45350,NSE,EQ,EQ,buy,FALSE,9,185.46,40814444,1200000003901664,28/02/2024
NIFTYBEES,INF204KB14I2,45350,NSE,EQ,EQ,buy,FALSE,6,245.50,40814434,1200000003901626,28/02/2024
GOLDBEES,INF204KB17I5,45350,NSE,EQ,EQ,buy,FALSE,19,52.76,20830326,1100000003702646,28/02/2024
HDFCSML250,INF179KC1FB2,45350,NSE,EQ,EQ,buy,FALSE,12,152.41,20830837,1100000003704731,28/02/2024
JUNIORBEES,INF732E01045,45357,NSE,EQ,EQ,buy,FALSE,4,638.35,40999343,1200000004897919,6/03/2024
MID150BEES,INF204KB1V68,45357,NSE,EQ,EQ,buy,FALSE,9,185.10,40999342,1200000004897918,6/03/2024
HDFCSML250,INF179KC1FB2,45357,NSE,EQ,EQ,buy,FALSE,12,149.47,20774056,1100000004027550,6/03/2024
MOM30IETF,INF109KC17C7,45357,NSE,EQ,EQ,buy,FALSE,50,31.78,20773853,1100000004026749,6/03/2024
UTINEXT50,INF789F1AUW9,45357,NSE,EQ,EQ,buy,FALSE,20,63.54,60887567,1300000004075470,6/03/2024
CONSUMBEES,INF204KA1LD7,45357,NSE,EQ,EQ,buy,FALSE,10,108.66,40999346,1200000004897923,6/03/2024
NIFTYBEES,INF204KB14I2,45357,NSE,EQ,EQ,buy,FALSE,6,247.09,40999344,1200000004897920,6/03/2024
GOLDBEES,INF204KB17I5,45357,NSE,EQ,EQ,buy,FALSE,19,54.62,20773871,1100000004026765,6/03/2024
SHYAMMETL,INE810G01011,45357,NSE,EQ,EQ,sell,FALSE,13,625.10,66570486,1300000032516644,6/03/2024
JYOTHYLAB,INE668F01031,45357,NSE,EQ,EQ,sell,FALSE,1,421.15,47193979,1200000039050878,6/03/2024
IRCON,INE962Y01021,45357,NSE,EQ,EQ,sell,FALSE,5,218.65,26550681,1100000036041073,6/03/2024
AUROPHARMA,INE406A01037,45357,NSE,EQ,EQ,sell,FALSE,3,1045.25,5109495,1000000032759475,6/03/2024
IOC,INE242A01010,45357,NSE,EQ,EQ,sell,FALSE,17,174.35,26550684,1100000036041085,6/03/2024
CESC,INE486A01021,45357,NSE,EQ,EQ,sell,FALSE,13,125.30,5109493,1000000032759471,6/03/2024
KALYANKJIL,INE303R01014,45357,NSE,EQ,EQ,sell,FALSE,18,395.40,47193985,1200000039050895,6/03/2024
COCHINSHIP,INE704P01025,45357,NSE,EQ,EQ,sell,FALSE,4,847.15,5109496,1000000032759477,6/03/2024
AUROPHARMA,INE406A01037,45357,NSE,EQ,EQ,sell,FALSE,6,1045.25,5109494,1000000032759475,6/03/2024
IRFC,INE053F01010,45357,NSE,EQ,EQ,sell,FALSE,8,140.45,26550683,1100000036041078,6/03/2024
JYOTHYLAB,INE668F01031,45357,NSE,EQ,EQ,sell,FALSE,5,421.15,47193980,1200000039050878,6/03/2024
JYOTHYLAB,INE668F01031,45357,NSE,EQ,EQ,sell,FALSE,12,421.15,47193981,1200000039050878,6/03/2024
OIL,INE274J01014,45357,NSE,EQ,EQ,buy,FALSE,12,622.50,47194467,1200000039054626,6/03/2024
SJVN,INE002L01015,45357,NSE,EQ,EQ,buy,FALSE,16,117.95,66571841,1300000032520439,6/03/2024
BSOFT,INE836A01035,45357,NSE,EQ,EQ,buy,FALSE,5,749.95,5109847,1000000032763111,6/03/2024
LUPIN,INE326A01037,45357,NSE,EQ,EQ,buy,FALSE,4,1657.75,47194457,1200000039054564,6/03/2024
NHPC,INE848E01016,45357,NSE,EQ,EQ,buy,FALSE,42,91.40,47194456,1200000039054563,6/03/2024
MEDANTA,INE474Q01031,45357,NSE,EQ,EQ,buy,FALSE,10,1207.60,47194468,1200000039054627,6/03/2024
RECLTD,INE020B01018,45357,NSE,EQ,EQ,buy,FALSE,4,466.20,66571844,1300000032520446,6/03/2024
HINDPETRO,INE094A01015,45357,NSE,EQ,EQ,buy,FALSE,4,511.80,26551308,1100000036044901,6/03/2024
GOLDBEES,INF204KB17I5,45364,NSE,EQ,EQ,buy,FALSE,19,55.56,21041420,1100000005028702,13/03/2024
JUNIORBEES,INF732E01045,45364,NSE,EQ,EQ,buy,FALSE,4,628.40,40995491,1200000004603898,13/03/2024
MOM30IETF,INF109KC17C7,45364,NSE,EQ,EQ,buy,FALSE,50,31.18,21041421,1100000005028718,13/03/2024
MID150BEES,INF204KB1V68,45364,NSE,EQ,EQ,buy,FALSE,9,180.54,40995498,1200000004603918,13/03/2024
CONSUMBEES,INF204KA1LD7,45364,NSE,EQ,EQ,buy,FALSE,10,109.43,40995497,1200000004603915,13/03/2024
UTINEXT50,INF789F1AUW9,45364,NSE,EQ,EQ,buy,FALSE,20,62.68,60946861,1300000004103952,13/03/2024
NIFTYBEES,INF204KB14I2,45364,NSE,EQ,EQ,buy,FALSE,6,247.52,40995496,1200000004603913,13/03/2024
HDFCSML250,INF179KC1FB2,45364,NSE,EQ,EQ,buy,FALSE,12,142.00,21041598,1100000005029393,13/03/2024
SPIC,INE147A01011,45364,NSE,EQ,EQ,buy,FALSE,50,75.00,61288891,1300000004999013,13/03/2024
IDFCFIRSTB,INE092T01019,45364,NSE,EQ,EQ,buy,FALSE,200,78.00,25745699,1100000029083505,13/03/2024
CONSUMBEES,INF204KA1LD7,45372,NSE,EQ,EQ,buy,FALSE,10,108.48,40808884,1200000004224747,21/03/2024
UTINEXT50,INF789F1AUW9,45372,NSE,EQ,EQ,buy,FALSE,20,61.79,60803712,1300000003731591,21/03/2024
MID150BEES,INF204KB1V68,45372,NSE,EQ,EQ,buy,FALSE,9,176.69,40808889,1200000004224754,21/03/2024
MOM30IETF,INF109KC17C7,45372,NSE,EQ,EQ,buy,FALSE,50,30.03,20732768,1100000003946585,21/03/2024
NIFTYBEES,INF204KB14I2,45372,NSE,EQ,EQ,buy,FALSE,6,243.74,40808886,1200000004224750,21/03/2024
JUNIORBEES,INF732E01045,45372,NSE,EQ,EQ,buy,FALSE,4,620.97,40808885,1200000004224749,21/03/2024
GOLDBEES,INF204KB17I5,45372,NSE,EQ,EQ,buy,FALSE,19,56.49,20732766,1100000003946569,21/03/2024
HDFCSML250,INF179KC1FB2,45372,NSE,EQ,EQ,buy,FALSE,12,140.09,20733380,1100000003947994,21/03/2024
UTINEXT50,INF789F1AUW9,45379,NSE,EQ,EQ,buy,FALSE,20,63.99,60775036,1300000003435972,28/03/2024
GOLDBEES,INF204KB17I5,45379,NSE,EQ,EQ,buy,FALSE,19,56.58,20848818,1100000003848049,28/03/2024
JUNIORBEES,INF732E01045,45379,NSE,EQ,EQ,buy,FALSE,4,639.64,40817663,1200000004083402,28/03/2024
